FMP15243,6
FMP14047,10
FMP13972,3
FMP13959,10
FMP13954,10
FMP13939,10
FMP13908,10
FMP13899,10
FMP13885,10
FMP13871,10
FMP13857,6
FMP13852,6
FMP13850,6
FMP13849,8
FMP13838,6
FMP13835,6
FMP13830,2
FMP13818,4
FMP13808,10
FMP13799,6
FMP13798,6
FMP13774,3
FMP13705,0
FMP13690,4
FMP13664,5
FMP13662,8
FMP13654,3
FMP13621,10
FMP13610,20
FMP13601,10
FMP13578,10
FMP13561,10
FMP13507,0
FMP13457,10
FMP13438,1
FMP13433,2
FMP13413,4
FMP13371,10
FMP13370,10
FMP13353,10
FMP13332,2
FMP13329,10
FMP13325,10
FMP13317,10
FMP13316,2
FMP13305,10
FMP13300,10
FMP13299,10
FMP13277,10
FMP13258,10
FMP13240,10
FMP1324,3
FMP13239,10
FMP13237,2
FMP13232,10
FMP13227,10
FMP13214,10
FMP13179,6
FMP13152,6
FMP13123,15
FMP13101,10
FMP13098,10
FMP13055,10
FMP13049,2
FMP13019,3
FMP13013,3
FMP12998,5
FMP12983,6
FMP12948,2
FMP12901,2
FMP12871,2
FMP12860,5
FMP12820,0
FMP12817,6
FMP12816,0
FMP12811,0
FMP12808,0
FMP12804,4
FMP12802.,6
FMP12798,16
FMP12795,3
FMP12791,16
FMP12765,10
FMP12743,4
FMP12699,10
FMP12698,10
FMP12664,10
FMP12656,2
FMP12592,10
FMP12571,100
FMP12533,10
FMP12519,10
FMP12487,10
FMP12478,4
FMP12428,6
FMP12346,36
FMP12181,3
FMP12173,6
FMP12069,8
FMP11902,3
FMP11857,6
FMP11801,6
FMP11751,8
FMP11732,10
FMP11553,6
FMP11531,3
FMP11525,3
FMP10856,6
FMP10371,4
FMP10365,6
FMP100,3
FMP13807,8
FMP13805,8
FMP13670,5
FMP10346,6
FMP983,3
FMP873,3
FMP562,6
FMP543,3
FMP280,3
FMP2791,2
FMP13963,2
FMP13952,2
FMP13942,2
FMP13940,2
FMP13853,6
FMP13520,1
FMP13406,3
FMP12714,6
FMP104,6
FMP3102,3
FMP3081,3
FMP284,3
FMP2766,2
FMP13778,3
FMP12859,4
FMP12852,5
FMP12849,5
FMP12564,5
FMP12486,3
FMP8452,4
FMP3055,4
FMP27,2
FMP2683,3
FMP14515,4
FMP14042,4
FMP13996,3
FMP13832,2
FMP13405,3
FMP12933,3
FMP12906,3
FMP12905,3
FMP12902,3
FMP12855,4
FMP12485,4
FMP10926,3
FMP8935,1
FMP481,2
FMP480,2
FMP2746,2
FMP2331,3
FMP1649,3
FMP1611,3
FMP1540,3
FMP14531,2
FMP1444,3
FMP14154,8
FMP14150,8
FMP14147,8
FMP14145,6
FMP14144,6
FMP14142,6
FMP13989,3
FMP13951,3
FMP13831,2
FMP13829,2
FMP13773,3
FMP13772,3
FMP13548,2
FMP13545,2
FMP13529,3
FMP13511,3
FMP13382,3
FMP13108,2
FMP12990,0
FMP12942,3
FMP12930,3
FMP12897,3
FMP12884,3
FMP12494,3
FMP1247,3
FMP11847,3
FMP1178,3
FMP1172,3
FMP14530,2
FMP14526,2
FMP14516,2
FMP13872,2
FMP13869,2
FMP13680,1
FMP13679,1
FMP13678,1
FMP13646,0
FMP13508,2
FMP13490,2
FMP13326,2
FMP12497,1
FMP7243,1
FMP13027,0
